Date/Time,Seed I/O 1 - Indoor RH 1 Z3 (%),Seed I/O 1 - Indoor Temp 1 Z3 (°F),Seed I/O 1 - GH #3 PAR (PAR),Seed I/O 1 - Unit Heater,Seed I/O 1 - HAF Fans,Seed I/O 1 - Shutters Open,Seed I/O 1 - Roof Vent,Greenhouse #3 - Zone Temperature (°F),Greenhouse #3 - Zone Relative Humidity (%),Greenhouse #3 - Heating Setpoint (°F),Greenhouse #3 - Cooling Setpoint (°F),Greenhouse #3 - Rel Humidity Setpoint (%),
2/9/2019 07:00,63.08,59.51,235.45,3,60,0,0,59.51,63.08,58.02,80,59.94,
2/9/2019 07:15,63.55,60.26,238.97,0,60,0,0,60.26,63.55,58,80,60,
2/9/2019 07:30,61.98,60.84,241.06,0,60,0,0,60.84,61.98,58,80,60,
2/9/2019 07:45,66.75,61.8,238.25,0,59,0,0,61.8,66.75,58,80,60,
2/9/2019 08:00,65.83,61.55,249.4,0,60,0,0,61.55,65.83,58,80,60,
2/9/2019 08:15,68.94,59.01,272.27,57,60,0,0,59.01,68.94,58,80,60,
2/9/2019 08:30,66.64,60.52,313.22,0,60,0,0,60.53,66.64,58,80,60,
2/9/2019 08:45,61.03,64.73,387.27,60,60,0,0,64.73,61.03,65.02,80,54.99,
2/9/2019 09:00,57.77,68.37,428.68,0,60,0,0,68.38,57.77,65,80,55,
2/9/2019 09:15,58.69,66.68,486.24,0,60,0,0,66.68,58.69,65,80,55,
2/9/2019 09:30,57.21,68.64,534.48,0,52,0,0,68.64,57.21,65,80,55,
2/9/2019 09:45,53.8,69.89,583.44,0,60,0,0,69.9,53.81,65,80,55,
2/9/2019 10:00,52,70.51,581.24,0,60,0,0,70.51,52,65,80,55,
2/9/2019 10:15,53.25,72.56,628.79,0,60,0,0,72.56,53.25,65,80,55,
2/9/2019 10:30,50.35,73.37,672.97,0,60,0,0,73.37,50.35,65,80,55,
2/9/2019 10:45,49.03,75.5,703.79,0,60,0,0,75.5,49.03,65,80,55,
2/9/2019 11:00,47.74,74.93,698.51,0,53,0,0,74.93,47.74,65,80,55,
2/9/2019 11:15,47.45,71.78,502.59,0,60,0,0,71.78,47.45,65,80,55,
2/9/2019 11:30,48.63,69.7,558.69,0,60,0,0,69.7,48.64,65,80,55,
2/9/2019 11:45,49.13,71.17,467.62,0,60,0,0,71.18,49.13,65,80,55,
2/9/2019 12:00,49.96,72.59,560.84,0,60,0,0,72.59,49.96,65,80,55,
2/9/2019 12:15,51.27,72.51,631.93,0,60,0,0,72.51,51.27,65,80,55,
2/9/2019 12:30,48.66,72,582.65,0,60,0,0,72.01,48.66,65,80,55,
2/9/2019 12:45,48.37,72.9,475.5,0,60,0,0,72.9,48.37,65,80,55,
2/9/2019 13:00,48.75,71.53,511.7,0,53,0,0,71.53,48.75,65,80,55,
2/9/2019 13:15,49.81,73.04,517.05,0,55,0,0,73.04,49.82,65,80,55,
2/9/2019 13:30,48.62,74,541.94,0,60,0,0,74,48.62,65,80,55,
2/9/2019 13:45,49.03,74.27,574.26,0,60,0,0,74.27,49.03,65,80,55,
2/9/2019 14:00,49.86,75.72,568.09,0,60,0,0,75.72,49.86,65,80,55,
2/9/2019 14:15,48.4,75.61,548.28,0,60,0,0,75.61,48.4,65,80,55,
2/9/2019 14:30,47.62,74.21,471.8,0,60,0,0,74.21,47.62,65,80,55,
2/9/2019 14:45,46.27,73.85,442.85,0,53,0,0,73.85,46.27,65,80,55,
2/9/2019 15:00,49.1,73.88,469.7,0,60,0,0,73.88,49.11,65,80,55,
2/9/2019 15:15,47.25,74.33,486.66,0,60,0,0,74.33,47.25,65,80,55,
2/9/2019 15:30,47.81,74.01,455.54,0,60,0,0,74.02,47.81,65,80,55,
2/9/2019 15:45,48.23,74.49,418.31,0,60,0,0,74.5,48.23,65,80,55,
2/9/2019 16:00,49.34,73.14,378,0,60,0,0,73.15,49.34,65,80,55,
2/9/2019 16:15,50.24,72.59,380.57,0,53,0,0,72.59,50.25,65,80,55,
2/9/2019 16:30,50.46,71.95,325.69,0,60,0,0,71.95,50.46,65,80,55,
2/9/2019 16:45,51.45,68.23,256.9,0,60,0,0,68.23,51.45,65,80,55,
2/9/2019 17:00,52.12,68.88,115.2,0,53,0,0,68.89,52.12,65,80,55,
2/9/2019 17:15,55.03,65.05,64.44,60,60,0,0,65.05,55.03,65,80,55,
2/9/2019 17:30,55.45,63.01,39.77,60,60,0,0,63.01,55.45,65,80,55,
2/9/2019 17:45,56.14,64.54,26.49,24,60,0,0,64.54,56.14,65,80,55,
2/9/2019 18:00,54.18,66.83,12.04,0,60,0,0,66.84,54.18,65,80,55,
2/9/2019 18:15,57.72,66.6,2,0,53,0,0,66.6,57.73,62.28,80,59.54,
2/9/2019 18:30,63.33,62.79,0,60,60,0,0,62.79,63.33,62,80,60,
2/9/2019 18:45,64.06,60.91,0,60,60,0,0,60.92,64.06,62,80,60,
2/9/2019 19:00,62.15,61.99,0,39,60,0,0,61.99,62.15,62,80,60,
2/9/2019 19:15,61.31,64.81,0,0,60,0,0,64.81,61.31,62,80,60,
2/9/2019 19:30,63.7,65.83,0,0,60,0,0,65.83,63.7,62,80,60,
2/9/2019 19:45,71.88,63.33,0,46,54,0,0,63.33,71.88,62,80,60,
2/9/2019 20:00,72.86,60.79,0,55,55,0,0,60.79,72.86,62,80,60,
2/9/2019 20:15,74.69,60.24,0,0,60,0,0,60.24,74.69,55.62,80,69.11,
2/9/2019 20:30,79.16,57.47,0,0,60,0,0,57.47,79.16,55,80,70,
2/9/2019 20:45,81.94,57.31,0,29,60,0,0,57.31,81.94,55,80,70,
2/9/2019 21:00,79.36,55.9,0,10,60,0,0,55.9,79.36,55,80,70,
2/9/2019 21:15,74.67,59.46,0,0,60,0,0,59.46,74.67,55,80,70,
2/9/2019 21:30,82.01,56.1,0,60,60,0,0,56.1,82.01,55,80,70,
2/9/2019 21:45,80.94,55.52,0,45,59,0,0,55.52,80.94,55,80,70,
2/9/2019 22:00,78.29,56.69,0,0,59,0,0,56.7,78.29,55,80,70,
2/9/2019 22:15,77.64,58.54,0,0,59,0,0,58.55,77.64,55,80,70,
2/9/2019 22:30,80.7,58.81,0,0,60,0,0,58.81,80.7,55,80,70,
2/9/2019 22:45,85.22,55.3,0,59,59,0,0,55.3,85.22,55,80,70,
2/9/2019 23:00,83.85,55.94,0,7,59,0,0,55.94,83.85,55,80,70,
2/9/2019 23:15,78.53,57.56,0,0,60,0,0,57.56,78.53,55,80,70,
2/9/2019 23:30,77.98,58.61,0,0,60,0,0,58.61,77.98,55,80,70,
2/9/2019 23:45,78.8,58.76,0,0,59,0,0,58.76,78.8,55,80,70,
2/10/2019 00:00,81.58,57.81,0,0,60,0,0,57.81,81.58,55,80,70,
2/10/2019 00:15,84.08,55.62,0,60,60,0,0,55.62,84.07,55,80,70,
2/10/2019 00:30,83.99,55.86,0,7,59,0,0,55.86,83.99,55,80,70,
2/10/2019 00:45,79.79,58.37,0,0,60,0,0,58.37,79.79,55,80,70,
2/10/2019 01:00,84.65,57.33,0,8,60,0,0,57.33,84.65,55,80,70,
2/10/2019 01:15,85.4,55.02,0,60,60,0,0,55.02,85.41,55,80,70,
2/10/2019 01:30,83.94,56.64,0,0,60,0,0,56.65,83.94,55,80,70,
2/10/2019 01:45,80.74,58.72,0,0,60,0,0,58.73,80.74,55,80,70,
2/10/2019 02:00,85.47,57.02,0,19,59,0,0,57.03,85.47,55,80,70,
2/10/2019 02:15,85.35,55.16,0,60,60,0,0,55.16,85.35,55,80,70,
2/10/2019 02:30,81.15,57.96,0,0,60,0,0,57.96,81.15,55,80,70,
2/10/2019 02:45,83.65,57.93,0,0,60,0,0,57.93,83.66,55,80,70,
2/10/2019 03:00,84.39,56.13,0,0,60,0,0,56.13,84.39,55,80,70,
2/10/2019 03:15,79.44,59.38,0,0,60,0,0,59.38,79.44,55,80,70,
2/10/2019 03:30,86.1,55.12,0,60,60,0,0,55.12,86.1,55,80,70,
2/10/2019 03:45,80.8,57.58,0,0,60,0,0,57.59,80.8,55,80,70,
2/10/2019 04:00,87.12,55.66,0,60,60,0,0,55.67,87.12,55,80,70,
2/10/2019 04:15,82.31,57.41,0,0,60,0,0,57.41,82.31,55,80,70,
2/10/2019 04:30,85.97,56.51,0,21,60,0,0,56.51,85.97,55,80,70,
2/10/2019 04:45,83.77,56.17,0,0,60,0,0,56.17,83.77,55,80,70,
2/10/2019 05:00,78.97,59.46,0,0,60,0,0,59.46,78.97,55,80,70,
2/10/2019 05:15,86.86,55.2,0,53,53,0,0,55.2,86.86,55,80,70,
2/10/2019 05:30,82.09,57.67,0,0,53,0,0,57.67,82.09,55,80,70,
2/10/2019 05:45,86.37,55.3,0,60,60,0,0,55.3,86.37,55,80,70,
2/10/2019 06:00,82.7,57.08,0,0,60,0,0,57.08,82.71,55,80,70,
2/10/2019 06:15,85.56,56.53,231.76,0,53,0,0,56.53,85.56,55,80,70,
2/10/2019 06:30,85.31,55.87,236.2,60,60,0,0,55.87,85.31,55,80,70,
2/10/2019 06:45,86.02,56.19,234.72,0,60,0,0,56.19,86.02,55,80,70,
2/10/2019 07:00,76.1,61.85,237.68,0,60,0,0,61.85,76.11,58,80,60,
2/10/2019 07:15,79.95,59.48,221.59,0,60,0,0,59.48,79.95,58,80,60,
2/10/2019 07:30,82.3,58.44,229.99,60,60,0,0,58.44,82.3,58,80,60,
2/10/2019 07:45,75.73,62.59,243.91,0,60,0,0,62.59,75.73,58,80,60,
2/10/2019 08:00,72.09,61.63,257.94,0,60,0,0,61.63,72.09,58,80,60,
2/10/2019 08:15,77.27,59.85,276.9,0,60,0,0,59.85,77.28,58,80,60,
2/10/2019 08:30,77.78,60.27,317.56,0,60,0,0,60.27,77.79,58,80,60,
2/10/2019 08:45,71.7,65.09,326.42,53,53,0,0,65.09,71.7,65,80,55,
2/10/2019 09:00,67.96,66.82,355.2,0,53,0,0,66.82,67.96,65,80,55,
2/10/2019 09:15,69.2,67.45,413.16,0,55,0,0,67.45,69.2,65,80,55,
2/10/2019 09:30,68.75,68.55,477.59,0,60,0,0,68.55,68.75,65,80,55,
2/10/2019 09:45,67.51,69.25,538.57,0,60,0,0,69.25,67.51,65,80,55,
2/10/2019 10:00,65.8,70.51,549.99,0,55,0,0,70.51,65.8,65,80,55,
2/10/2019 10:15,65.16,71.44,614.77,0,60,0,0,71.45,65.16,65,80,55,
2/10/2019 10:30,59.19,73.58,651.05,0,53,0,0,73.58,59.19,65,80,55,
2/10/2019 10:45,56.49,73.96,708.5,0,60,0,0,73.96,56.49,65,80,55,
2/10/2019 11:00,53.57,75.31,686.03,0,53,0,0,75.31,53.57,65,80,55,
2/10/2019 11:15,52.87,75.95,728.2,0,60,0,0,75.95,52.87,65,80,55,
2/10/2019 11:30,53.65,74.42,548.75,0,60,0,0,74.42,53.65,65,80,55,
2/10/2019 11:45,55.62,73.56,432.13,0,60,0,0,73.56,55.62,65,80,55,
2/10/2019 12:00,54.92,75.29,549.94,0,60,0,0,75.29,54.92,65,80,55,
2/10/2019 12:15,54.85,74.45,624.22,0,60,0,0,74.46,54.84,65,80,55,
2/10/2019 12:30,53.3,75.26,597.49,0,60,0,0,75.26,53.31,65,80,55,
2/10/2019 12:45,54.87,75.48,474.7,0,60,0,0,75.49,54.87,65,80,55,
2/10/2019 13:00,54.67,73.55,466.29,0,60,0,0,73.55,54.67,65,80,55,
2/10/2019 13:15,56.4,73.23,476.07,0,60,0,0,73.23,56.4,65,80,55,
2/10/2019 13:30,56.11,74.49,537.55,0,58,0,0,74.5,56.11,65,80,55,
2/10/2019 13:45,52.82,75.6,567.42,0,60,0,0,75.6,52.82,65,80,55,
2/10/2019 14:00,55.52,76.76,546.26,0,60,0,0,76.76,55.52,65,80,55,
2/10/2019 14:15,53.48,77.33,522.64,0,60,0,0,77.33,53.48,65,80,55,
2/10/2019 14:30,54.03,78.16,482.88,0,60,0,0,78.17,54.03,65,80,55,
2/10/2019 14:45,52.94,78.53,428.31,0,60,0,0,78.53,52.94,65,80,55,
2/10/2019 15:00,53.01,78.42,470.42,0,60,0,0,78.42,53.01,65,80,55,
2/10/2019 15:15,53.33,77.71,499.9,0,60,0,0,77.71,53.33,65,80,55,
2/10/2019 15:30,54.97,77.76,484.94,0,60,0,0,77.76,54.97,65,80,55,
2/10/2019 15:45,54.6,77.95,408.7,0,58,0,0,77.96,54.6,65,80,55,
2/10/2019 16:00,55.01,78.72,568.42,0,60,0,0,78.72,55.01,65,80,55,
2/10/2019 16:15,52.34,78.79,617.77,0,60,0,0,78.8,52.34,65,80,55,
2/10/2019 16:30,59.43,74.89,452.71,0,59,0,0,74.89,59.43,65,80,55,
2/10/2019 16:45,66.01,70.15,121.82,0,60,0,0,70.15,66.01,65,80,55,
2/10/2019 17:00,70.5,67.35,114.15,0,59,0,0,67.35,70.5,65,80,55,
2/10/2019 17:15,70.93,66.45,81.03,0,60,0,0,66.45,70.93,65,80,55,
2/10/2019 17:30,,,,,,,,,,,,,
2/10/2019 17:45,76.18,65.13,23.91,0,60,0,0,65.13,76.18,65,80,55,
2/10/2019 18:00,70.69,68.53,10.5,0,59,0,0,68.53,70.69,65,80,55,
2/10/2019 18:15,79.89,62.85,1.65,0,59,0,0,62.85,79.89,62.67,80,58.89,
2/10/2019 18:30,80.56,63.25,0,56,59,0,0,63.25,80.56,62,80,60,
2/10/2019 18:45,76.1,62.66,0,0,60,0,0,62.66,76.1,62,80,60,
2/10/2019 19:00,78.02,64.18,0,25,60,0,0,64.18,78.02,62,80,60,
2/10/2019 19:15,77.16,61.66,0,9,60,0,0,61.66,77.16,62,80,60,
2/10/2019 19:30,78.79,63.63,0,25,60,0,0,63.63,78.79,62,80,60,
2/10/2019 19:45,74.18,63.6,0,0,55,0,0,63.6,74.18,62,80,60,
2/10/2019 20:00,78.48,64,0,29,60,0,0,64,78.48,62,80,60,
2/10/2019 20:15,79.43,60.9,0,0,59,0,0,60.9,79.43,56.57,80,67.76,
2/10/2019 20:30,91.03,56,0,0,60,0,0,56,91.03,55,80,70,
2/10/2019 20:45,84.67,57.6,0,0,60,0,0,57.6,84.67,55,80,70,
2/10/2019 21:00,90.95,57.53,0,8,60,0,0,57.53,90.95,55,80,70,
2/10/2019 21:15,93.55,54.9,0,59,59,0,0,54.9,93.55,55,80,70,
2/10/2019 21:30,93.5,55.59,0,60,60,0,0,55.65,93.52,55,80,70,
2/10/2019 21:45,90.51,57.74,0,8,59,0,0,57.74,90.51,55,80,70,
2/10/2019 22:00,91.82,57.48,0,14,59,0,0,57.48,91.82,55,80,70,
2/10/2019 22:15,95.89,54.9,0,34,59,0,0,54.9,95.89,55,80,70,
2/10/2019 22:30,94.56,55.01,0,0,60,0,0,55.01,94.56,55,80,70,
2/10/2019 22:45,93.91,55.15,0,0,59,0,0,55.15,93.91,55,80,70,
2/10/2019 23:00,94.4,55.23,0,0,60,0,0,55.23,94.4,55,80,70,
2/10/2019 23:15,92.95,55.38,0,0,60,0,0,55.38,92.95,55,80,70,
2/10/2019 23:30,93.8,55.61,0,0,59,0,0,55.61,93.8,55,80,70,
2/10/2019 23:45,93.19,55.54,0,0,60,0,0,55.54,93.19,55,80,70,
2/11/2019 00:00,91.8,55.25,0,0,60,0,0,55.25,91.8,55,80,70,
2/11/2019 00:15,93.97,54.89,0,41,60,0,0,54.89,93.97,55,80,70,
2/11/2019 00:30,93.52,56.46,0,46,59,0,0,56.46,93.53,55,80,70,
2/11/2019 00:45,88.73,58.75,0,0,60,0,0,58.75,88.73,55,80,70,
2/11/2019 01:00,84.72,58.28,0,0,59,0,0,58.28,84.72,55,80,70,
2/11/2019 01:15,88.16,55.2,0,0,59,0,0,55.2,88.16,55,80,70,
2/11/2019 01:30,83.15,58.69,0,0,59,0,0,58.69,83.15,55,80,70,
2/11/2019 01:45,84.74,55.93,0,0,59,0,0,55.93,84.74,55,80,70,
2/11/2019 02:00,89.24,56.2,0,51,59,0,0,56.2,89.24,55,80,70,
2/11/2019 02:15,83.79,56.49,0,0,60,0,0,56.49,83.79,55,80,70,
2/11/2019 02:30,85.82,56.14,0,52,60,0,0,56.14,85.82,55,80,70,
2/11/2019 02:45,81.58,56.1,0,0,59,0,0,56.1,81.58,55,80,70,
2/11/2019 03:00,88.86,55.51,0,59,59,0,0,55.51,88.86,55,80,70,
2/11/2019 03:15,80.06,57.98,0,0,60,0,0,57.98,80.06,55,80,70,
2/11/2019 03:30,87.24,54.42,0,59,59,0,0,54.42,87.24,55,80,70,
2/11/2019 03:45,78.71,58.82,0,0,60,0,0,58.82,78.71,55,80,70,
2/11/2019 04:00,87.61,54.59,0,51,60,0,0,54.59,87.61,55,80,70,
2/11/2019 04:15,81.07,59.25,0,0,60,0,0,59.26,81.07,55,80,70,
2/11/2019 04:30,85.88,55.69,0,0,59,0,0,55.69,85.88,55,80,70,
2/11/2019 04:45,86.99,57.47,0,8,60,0,0,57.47,86.99,55,80,70,
2/11/2019 05:00,83.26,56.5,0,0,59,0,0,56.5,83.26,55,80,70,
2/11/2019 05:15,89.98,54.87,0,18,59,0,0,54.87,89.98,55,80,70,
2/11/2019 05:30,90.74,56.9,0,35,59,0,0,56.9,90.74,55,80,70,
2/11/2019 05:45,83.78,58.92,0,0,60,0,0,58.92,83.78,55,80,70,
2/11/2019 06:00,87.49,56.02,0,0,59,0,0,56.02,87.49,55,80,70,
2/11/2019 06:15,91.97,55.94,239.21,0,59,0,0,55.94,91.97,55,80,70,
2/11/2019 06:30,90.09,56.21,235.07,0,59,0,0,56.21,90.09,55,80,70,
2/11/2019 06:45,90.24,56.33,233.81,0,60,0,0,56.33,90.24,55,80,70,
2/11/2019 07:00,79.16,62.14,229.69,0,59,0,0,62.14,79.16,58,80,60,
2/11/2019 07:15,84.86,60.86,231.74,2,59,0,0,60.86,84.86,58,80,60,
2/11/2019 07:30,87.03,58.31,226.23,0,59,0,0,58.31,87.03,58,80,60,
2/11/2019 07:45,83.95,59.19,232.55,0,59,0,0,59.19,83.95,58,80,60,
2/11/2019 08:00,79.35,62.49,245.12,0,59,0,0,62.49,79.34,58,80,60,
2/11/2019 08:15,86.01,58.49,260.52,0,59,0,0,58.49,86.01,58,80,60,
2/11/2019 08:30,86.83,58.64,282.79,0,59,0,0,58.64,86.83,58,80,60,
2/11/2019 08:45,77.72,64.28,300.89,60,60,0,0,64.28,77.72,65,80,55,
2/11/2019 09:00,74.08,68.7,338.22,0,60,0,0,68.7,74.08,65,80,55,
2/11/2019 09:15,80.72,65.49,388.46,0,59,0,0,65.49,80.72,65,80,55,
2/11/2019 09:30,77.8,67.7,447,0,59,0,0,67.7,77.8,65,80,55,
2/11/2019 09:45,76.51,68.16,451.42,0,60,0,0,68.16,76.51,65,80,55,
2/11/2019 10:00,76.43,68.63,477.84,0,60,0,0,68.63,76.43,65,80,55,
2/11/2019 10:15,73.59,70.02,587.62,0,53,0,0,70.02,73.59,65,80,55,
2/11/2019 10:30,69.9,71.56,576.53,0,60,0,0,71.56,69.9,65,80,55,
2/11/2019 10:45,69.09,73.56,572.97,0,55,0,0,73.56,69.09,65,80,55,
2/11/2019 11:00,65.02,75.76,694.15,0,60,0,0,75.76,65.02,65,80,55,
2/11/2019 11:15,65.7,75.8,517.82,0,60,0,0,75.8,65.7,65,80,55,
2/11/2019 11:30,66.82,76.38,548.24,0,53,0,0,76.38,66.82,65,80,55,
2/11/2019 11:45,66.42,76.1,403.98,0,60,0,0,76.1,66.42,65,80,55,
2/11/2019 12:00,68.22,75.96,527.78,0,55,0,0,75.96,68.22,65,80,55,
2/11/2019 12:15,65.29,77.43,631.21,0,60,0,0,77.43,65.29,65,80,55,
2/11/2019 12:30,62.22,77.59,572.36,0,53,0,0,77.59,62.22,65,80,55,
2/11/2019 12:45,59.17,79.19,495.46,0,60,0,0,79.19,59.17,65,80,55,
2/11/2019 13:00,62.6,78.73,538.2,0,60,0,0,78.73,62.6,65,80,55,
2/11/2019 13:15,59.39,79.73,549.87,0,60,0,0,79.73,59.39,65,80,55,
2/11/2019 13:30,60.8,80.72,581.65,0,60,0,0,80.72,60.8,65,80,55,
2/11/2019 13:45,57.38,73.98,587.68,0,36,0,0,73.98,57.38,65,80,55,
2/11/2019 14:00,56.6,79.92,581,0,60,0,0,79.92,56.6,65,80,55,
2/11/2019 14:15,56.56,80.94,548.53,0,60,0,0,80.94,56.56,65,80,55,
2/11/2019 14:30,57.93,81.16,463.14,0,55,0,0,81.16,57.93,65,80,55,
2/11/2019 14:45,58.39,80.35,447.68,0,55,0,0,80.35,58.39,65,80,55,
2/11/2019 15:00,58.02,79.62,483.46,0,57,0,0,79.62,58.02,65,80,55,
2/11/2019 15:15,57.96,79.2,512.5,0,55,0,0,79.2,57.97,65,80,55,
2/11/2019 15:30,57.54,79.02,386.18,0,60,0,0,79.02,57.54,65,80,55,
2/11/2019 15:45,61.52,77.72,406.36,0,60,0,0,77.72,61.52,65,80,55,
2/11/2019 16:00,60.08,77.2,378.27,0,60,0,0,77.2,60.08,65,80,55,
2/11/2019 16:15,59.31,79.6,592.89,0,60,0,0,79.6,59.31,65,80,55,
2/11/2019 16:30,56.04,79.43,543.19,0,60,0,0,79.43,56.04,65,80,55,
2/11/2019 16:45,56.77,77.88,339.99,0,60,0,0,77.88,56.77,65,80,55,
2/11/2019 17:00,64.14,72.55,129.59,0,53,0,0,72.55,64.14,65,80,55,
2/11/2019 17:15,72.01,67.59,80.08,0,60,0,0,67.59,72.01,65,80,55,
2/11/2019 17:30,67.45,69.72,41.57,0,60,0,0,69.72,67.45,65,80,55,
2/11/2019 17:45,72.71,65.72,23.95,0,59,0,0,65.72,72.71,65,80,55,
2/11/2019 18:00,68.47,68.45,10.5,0,60,0,0,68.45,68.47,65,80,55,
2/11/2019 18:15,76.92,64.12,2.45,60,60,0,0,64.12,76.92,63.28,80,57.87,
2/11/2019 18:30,74.89,63.34,0,0,60,0,0,63.34,74.89,62,80,60,
2/11/2019 18:45,76.36,64.9,0,2,59,0,0,64.9,76.35,62,80,60,
2/11/2019 19:00,77.11,60.65,0,60,60,0,0,60.65,77.11,62,80,60,
2/11/2019 19:15,73.67,62.89,0,0,60,0,0,62.89,73.67,62,80,60,
2/11/2019 19:30,71.56,65.62,0,0,60,0,0,65.62,71.56,62,80,60,
2/11/2019 19:45,77.72,61.51,0,59,59,0,0,61.51,77.72,62,80,60,
2/11/2019 20:00,76.54,61.07,0,50,59,0,0,61.07,76.54,62,80,60,
2/11/2019 20:15,73.36,63.34,0,0,59,0,0,63.34,73.36,57.98,80,65.74,
2/11/2019 20:30,88.45,55.49,0,0,60,0,0,55.49,88.45,55,80,70,
2/11/2019 20:45,88.57,54.72,0,59,59,0,0,54.72,88.57,55,80,70,
2/11/2019 21:00,86.09,58.5,0,0,59,0,0,58.5,86.09,55,80,70,
2/11/2019 21:15,81.74,57.79,0,0,59,0,0,57.79,81.74,55,80,70,
2/11/2019 21:30,87.99,54.51,0,59,59,0,0,54.51,88,55,80,70,
2/11/2019 21:45,81.15,59.37,0,0,60,0,0,59.37,81.15,55,80,70,
2/11/2019 22:00,84.6,56.16,0,0,60,0,0,56.16,84.6,55,80,70,
2/11/2019 22:15,88.46,56.13,0,57,59,0,0,56.13,88.47,55,80,70,
2/11/2019 22:30,83.19,58.3,0,0,60,0,0,58.3,83.19,55,80,70,
2/11/2019 22:45,87.9,54.51,0,60,60,0,0,54.51,87.9,55,80,70,
2/11/2019 23:00,79.24,58.87,0,0,60,0,0,58.87,79.24,55,80,70,
2/11/2019 23:15,87.25,54.79,0,23,59,0,0,54.79,87.25,55,80,70,
2/11/2019 23:30,79.58,59.02,0,0,59,0,0,59.02,79.58,55,80,70,
2/11/2019 23:45,86.44,54.86,0,13,59,0,0,54.86,86.44,55,80,70,
2/12/2019 00:00,81.59,58.62,0,0,59,0,0,58.62,81.59,55,80,70,
2/12/2019 00:15,86.56,54.33,0,59,59,0,0,54.33,86.56,55,80,70,
2/12/2019 00:30,79.78,58.52,0,0,60,0,0,58.48,79.86,55,80,70,
2/12/2019 00:45,86.53,54.59,0,51,59,0,0,54.59,86.53,55,80,70,
2/12/2019 01:00,79.78,58.76,0,0,59,0,0,58.76,79.78,55,80,70,
2/12/2019 01:15,88.39,54.77,0,46,60,0,0,54.77,88.39,55,80,70,
2/12/2019 01:30,80.58,58.81,0,0,59,0,0,58.81,80.58,55,80,70,
2/12/2019 01:45,85.96,54.32,0,51,59,0,0,54.32,85.96,55,80,70,
2/12/2019 02:00,79.12,58.5,0,0,60,0,0,58.5,79.12,55,80,70,
2/12/2019 02:15,84.99,55.71,0,0,53,0,0,55.71,84.99,55,80,70,
2/12/2019 02:30,88.67,54.08,0,60,60,0,0,54.08,88.68,55,80,70,
2/12/2019 02:45,82.86,58.78,0,0,60,0,0,58.78,82.86,55,80,70,
2/12/2019 03:00,80.67,58.56,0,0,60,0,0,58.56,80.67,55,80,70,
2/12/2019 03:15,86.76,55.31,0,0,59,0,0,55.31,86.76,55,80,70,
2/12/2019 03:30,85.5,57.79,0,0,59,0,0,57.79,85.5,55,80,70,
2/12/2019 03:45,85.49,55.9,0,0,60,0,0,55.9,85.49,55,80,70,
2/12/2019 04:00,87.96,56.39,0,51,59,0,0,56.39,87.96,55,80,70,
2/12/2019 04:15,83.9,56.43,0,0,59,0,0,56.43,83.9,55,80,70,
2/12/2019 04:30,88.38,55.39,0,59,59,0,0,55.39,88.38,55,80,70,
2/12/2019 04:45,82.84,56.78,0,0,60,0,0,56.78,82.84,55,80,70,
2/12/2019 05:00,87.95,55.06,0,60,60,0,0,55.06,87.95,55,80,70,
2/12/2019 05:15,83.04,56.95,0,0,60,0,0,56.95,83.04,55,80,70,
2/12/2019 05:30,89.42,54.27,0,60,60,0,0,54.27,89.42,55,80,70,
2/12/2019 05:45,80.19,58.48,0,0,60,0,0,58.48,80.19,55,80,70,
2/12/2019 06:00,87.62,54.86,0,18,59,0,0,54.86,87.62,55,80,70,
2/12/2019 06:15,87.41,55.72,230.68,0,59,0,0,55.72,87.41,55,80,70,
2/12/2019 06:30,80.9,58.27,226.08,0,60,0,0,58.27,80.9,55,80,70,
2/12/2019 06:45,86.75,55.14,224.1,0,60,0,0,55.14,86.75,55,80,70,
2/12/2019 07:00,82.09,58.45,235.85,60,60,0,0,58.45,82.09,58,80,60,
2/12/2019 07:15,75.39,61.95,234.79,0,60,0,0,61.95,75.39,58,80,60,
2/12/2019 07:30,78.27,60.23,240.29,0,59,0,0,60.23,78.27,58,80,60,
2/12/2019 07:45,81.26,59.67,246.47,0,59,0,0,59.67,81.26,58,80,60,
2/12/2019 08:00,78.64,61.56,273.87,0,59,0,0,61.56,78.64,58,80,60,
2/12/2019 08:15,84.4,59.83,282.26,0,60,0,0,59.83,84.4,58,80,60,
2/12/2019 08:30,83.45,59.94,309.89,0,59,0,0,59.94,83.45,58,80,60,
2/12/2019 08:45,74.32,66.53,366.28,0,60,0,0,66.53,74.32,65,80,55,
2/12/2019 09:00,77.26,66.47,357.25,0,59,0,0,66.47,77.26,65,80,55,
2/12/2019 09:15,76.61,66.65,371.2,0,60,0,0,66.65,76.61,65,80,55,
2/12/2019 09:30,76.24,67.03,393.14,0,59,0,0,67.03,76.24,65,80,55,
2/12/2019 09:45,80.71,65.44,410.8,0,60,0,0,65.44,80.71,65,80,55,
2/12/2019 10:00,80.81,66.04,432.98,0,60,0,0,66.04,80.81,65,80,55,
2/12/2019 10:15,80.13,66.49,433.05,0,60,0,0,66.49,80.13,65,80,55,
2/12/2019 10:30,80.65,66.65,412.36,0,60,0,0,66.67,80.61,65,80,55,
2/12/2019 10:45,81.38,65.57,432.38,0,59,0,0,65.57,81.38,65,80,55,
2/12/2019 11:00,77.11,64.99,434.55,2,59,0,0,64.99,77.11,65,80,55,
